Note,This file is generated by the map editor. Don't edit it by hand because your changes will be overwritten. See SourceMap.xml.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell,-1794.979736,2773.888916,24,2,-1.000000,20000.000000,1025,,5,25,-1904.376465,2745.171875,-1830.737061,2820.790771,0,-1904.376465,2745.171875,-1830.737061,2820.790771,6,-1795.593018,2711.263916,-1904.376465,2745.171875,4,-1794.245361,2711.884766,-1795.593018,2711.263916,35,-1794.245361,2711.884766,-1795.593018,2711.263916,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1763.354370,2726.136475,-1794.245361,2711.884766,-1795.593018,2711.263916,-1904.376465,2745.171875,-1830.737061,2820.790771,-1827.944214,2823.657227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1878.570557,2855.291748,25,2,-1.000000,20000.000000,1025,,6,26,-1826.325195,2898.379395,-1810.579590,2841.487061,23,-1950.419067,2930.641602,-1826.325195,2898.379395,5,-1810.579590,2841.487061,-1827.944214,2823.657227,24,-1810.579590,2841.487061,-1827.944214,2823.657227,3,-1962.518066,2926.312988,-1950.419067,2930.641602,1,-1958.905762,2913.293945,-1962.518066,2926.312988,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1958.905762,2913.293945,-1962.518066,2926.312988,-1950.419067,2930.641602,-1826.325195,2898.379395,-1810.579590,2841.487061,-1827.944214,2823.657227,-1830.737061,2820.790771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1759.387695,2888.295898,26,2,-1.000000,20000.000000,8192,,7,5,-1679.105713,2800.604004,-1810.579590,2841.487061,37,-1649.421021,2814.282471,-1679.105713,2800.604004,23,-1826.325195,2898.379395,-1785.236694,2949.831787,25,-1810.579590,2841.487061,-1826.325195,2898.379395,22,-1785.236694,2949.831787,-1766.877075,2951.755615,12,-1785.236694,2949.831787,-1766.877075,2951.755615,64,-1647.037231,2964.293213,-1649.421021,2814.282471,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1647.037231,2964.293213,-1649.421021,2814.282471,-1679.105713,2800.604004,-1810.579590,2841.487061,-1826.325195,2898.379395,-1785.236694,2949.831787,-1766.877075,2951.755615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1688.689209,2569.490967,27,2,-1.000000,20000.000000,1025,,5,4,-1752.252808,2600.487793,-1700.942871,2630.245117,28,-1581.057007,2581.028809,-1629.591187,2540.686768,67,-1571.922974,2603.755371,-1581.057007,2581.028809,37,-1699.708374,2630.960938,-1571.922974,2603.755371,35,-1752.252808,2600.487793,-1700.942871,2630.245117,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1700.942871,2630.245117,-1699.708374,2630.960938,-1571.922974,2603.755371,-1581.057007,2581.028809,-1629.591187,2540.686768,-1752.252808,2600.487793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1612.057373,2477.303467,28,2,-1.000000,20000.000000,1025,,4,27,-1670.748657,2506.470703,-1629.591187,2540.686768,36,-1670.748657,2506.470703,-1629.591187,2540.686768,30,-1660.597046,2457.853760,-1670.748657,2506.470703,67,-1581.057007,2581.028809,-1563.570923,2496.772705,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1563.570923,2496.772705,-1660.597046,2457.853760,-1670.748657,2506.470703,-1629.591187,2540.686768,-1581.057007,2581.028809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1625.832275,2368.306885,29,2,-1.000000,20000.000000,1025,,5,30,-1722.082886,2360.123291,-1654.222656,2427.263672,61,-1633.980835,2307.125244,-1722.082886,2360.123291,7,-1633.980835,2307.125244,-1722.082886,2360.123291,62,-1597.994385,2308.843994,-1612.695923,2294.326172,66,-1654.222656,2427.263672,-1653.336792,2427.151611,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1653.336792,2427.151611,-1597.994385,2308.843994,-1612.695923,2294.326172,-1633.980835,2307.125244,-1722.082886,2360.123291,-1654.222656,2427.263672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1712.873047,2456.281250,30,2,-1.000000,20000.000000,0,,7,61,-1722.082886,2360.123291,-1762.361328,2353.884033,29,-1654.222656,2427.263672,-1722.082886,2360.123291,66,-1660.597290,2457.834473,-1654.222656,2427.263672,28,-1660.597290,2457.834473,-1654.222656,2427.263672,36,-1809.296997,2536.067139,-1670.748657,2506.470703,8,-1762.361328,2353.884033,-1939.590088,2460.496826,6,-1939.590088,2460.496826,-1809.296997,2536.067139,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1809.296997,2536.067139,-1670.748657,2506.470703,-1660.597290,2457.834473,-1654.222656,2427.263672,-1722.082886,2360.123291,-1762.361328,2353.884033,-1939.590088,2460.496826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1618.355225,2016.470947,31,2,-1.000000,20000.000000,1025,,4,57,-1613.406494,1951.248047,-1719.576294,1994.906860,58,-1597.361694,1960.466675,-1613.406494,1951.248047,34,-1736.290649,2016.585693,-1639.344971,2072.464355,19,-1719.576294,1994.906860,-1736.290649,2016.585693,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1719.576294,1994.906860,-1736.290649,2016.585693,-1639.344971,2072.464355,-1597.361694,1960.466675,-1613.406494,1951.248047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1504.400146,2145.389404,32,2,-1.000000,20000.000000,1025,,4,62,-1537.218262,2208.827637,-1487.057861,2221.658203,33,-1587.751221,2112.054199,-1537.218262,2208.827637,34,-1586.355469,2103.015625,-1587.751221,2112.054199,56,-1526.111450,2049.791260,-1586.355469,2103.015625,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1586.355469,2103.015625,-1587.751221,2112.054199,-1537.218262,2208.827637,-1487.057861,2221.658203,-1526.111450,2049.791260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1608.033447,2199.512939,33,2,-1.000000,20000.000000,1025,,3,62,-1542.901001,2213.698242,-1537.218262,2208.827637,34,-1587.751221,2112.054199,-1673.229736,2185.298584,32,-1537.218262,2208.827637,-1587.751221,2112.054199,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1587.751221,2112.054199,-1673.229736,2185.298584,-1542.901001,2213.698242,-1537.218262,2208.827637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1677.275391,2118.693359,34,2,-1.000000,20000.000000,0,,8,59,-1684.325317,2194.804443,-1673.229736,2185.298584,7,-1752.246216,2191.721436,-1684.325317,2194.804443,33,-1684.325317,2194.804443,-1673.229736,2185.298584,32,-1587.751221,2112.054199,-1586.355469,2103.015625,31,-1639.344971,2072.464355,-1736.290649,2016.585693,56,-1639.344971,2072.464355,-1736.290649,2016.585693,19,-1736.290649,2016.585693,-1866.688721,2070.207520,8,-1866.688721,2070.207520,-1752.246216,2191.721436,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,-1752.246216,2191.721436,-1684.325317,2194.804443,-1673.229736,2185.298584,-1587.751221,2112.054199,-1586.355469,2103.015625,-1639.344971,2072.464355,-1736.290649,2016.585693,-1866.688721,2070.207520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1747.588623,2671.041260,35,2,-1.000000,20000.000000,1025,,4,37,-1715.979248,2747.958740,-1699.708374,2630.960938,5,-1794.259766,2711.879395,-1763.325073,2726.141113,27,-1699.708374,2630.960938,-1700.942871,2630.245117,24,-1794.259766,2711.879395,-1763.325073,2726.141113,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1763.325073,2726.141113,-1715.979248,2747.958740,-1699.708374,2630.960938,-1700.942871,2630.245117,-1794.259766,2711.879395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1688.689209,2569.490967,36,2,-1.000000,20000.000000,1025,,4,4,-1777.954224,2585.572998,-1752.248779,2600.482422,28,-1629.538452,2540.690430,-1670.748657,2506.470703,30,-1670.748657,2506.470703,-1809.296997,2536.067139,6,-1809.296997,2536.067139,-1777.954224,2585.572998,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1809.296997,2536.067139,-1777.954224,2585.572998,-1752.248779,2600.482422,-1629.538452,2540.690430,-1670.748657,2506.470703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1664.605469,2682.600586,37,2,-1.000000,20000.000000,8192,,7,26,-1679.105713,2800.604004,-1649.421021,2814.282471,5,-1715.979248,2747.958740,-1679.105713,2800.604004,67,-1551.489746,2620.740723,-1571.922974,2603.755371,73,-1548.151733,2750.440674,-1551.489746,2620.740723,27,-1571.922974,2603.755371,-1699.708374,2630.960938,35,-1699.708374,2630.960938,-1715.979248,2747.958740,64,-1649.421021,2814.282471,-1548.151733,2750.440674,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1548.151733,2750.440674,-1551.489746,2620.740723,-1571.922974,2603.755371,-1699.708374,2630.960938,-1715.979248,2747.958740,-1679.105713,2800.604004,-1649.421021,2814.282471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1511.148682,3249.808838,38,2,-1.000000,20000.000000,1025,,5,81,-1446.703857,3239.769531,-1448.310547,3236.258789,40,-1574.022583,3263.310791,-1525.683594,3369.225342,78,-1525.683594,3369.225342,-1475.981079,3327.416260,76,-1448.499390,3245.148438,-1446.703857,3239.769531,79,-1448.499390,3245.148438,-1446.703857,3239.769531,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1448.499390,3245.148438,-1446.703857,3239.769531,-1448.310547,3236.258789,-1574.022583,3263.310791,-1525.683594,3369.225342,-1475.981079,3327.416260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1606.270752,3198.606689,39,2,-1.000000,20000.000000,1025,,3,47,-1524.253418,3160.208740,-1618.073608,3142.955566,80,-1576.651733,3257.545654,-1524.253418,3160.208740,40,-1594.447754,3254.247803,-1576.651733,3257.545654,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1576.651733,3257.545654,-1524.253418,3160.208740,-1618.073608,3142.955566,-1594.447754,3254.247803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1625.416016,3301.957031,40,2,-1.000000,20000.000000,0,,8,80,-1525.683594,3369.225342,-1574.003052,3263.347656,38,-1525.683594,3369.225342,-1574.003052,3263.347656,78,-1643.409180,3721.895996,-1525.683594,3369.225342,103,-1867.261963,4096.000000,-1643.409180,3721.895996,13,-1715.375732,3231.843750,-2526.598145,4048.830078,45,-1594.447754,3254.245361,-1715.375732,3231.843750,3,-2526.598145,4048.830078,-2566.373535,4096.000000,39,-1594.447754,3254.245361,-1715.375732,3231.843750,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,-1576.651733,3257.545654,-1594.447754,3254.245361,-1715.375732,3231.843750,-2526.598145,4048.830078,-2566.373535,4096.000000,-1867.261963,4096.000000,-1643.409180,3721.895996,-1525.683594,3369.225342,-1574.003052,3263.347656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1693.539795,1493.098877,41,3,-1.000000,20000.000000,1025,,3,48,-1654.019287,1547.110474,-1633.237305,1545.572754,44,-1633.237305,1545.572754,-1657.902832,1439.159058,20,-1657.902832,1439.159058,-1739.612549,1430.072876,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1657.902832,1439.159058,-1739.612549,1430.072876,-1654.019287,1547.110474,-1633.237305,1545.572754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1588.274170,1352.693604,42,3,-1.000000,20000.000000,1025,,3,43,-1657.444214,1284.221313,-1645.770264,1325.745361,55,-1556.618042,1295.898315,-1657.444214,1284.221313,74,-1518.538452,1385.425537,-1556.618042,1295.898315,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1518.538452,1385.425537,-1556.618042,1295.898315,-1657.444214,1284.221313,-1645.770264,1325.745361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1680.801025,1378.706299,43,3,-1.000000,20000.000000,1025,,4,42,-1645.770264,1325.745361,-1657.444214,1284.221313,53,-1645.770264,1325.745361,-1657.444214,1284.221313,21,-1660.660889,1281.867554,-1762.999268,1368.191040,55,-1657.444214,1284.221313,-1660.660889,1281.867554,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1657.444214,1284.221313,-1660.660889,1281.867554,-1762.999268,1368.191040,-1629.021484,1385.354004,-1645.770264,1325.745361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1602.193359,1471.916016,44,3,-1.000000,20000.000000,8192,,7,48,-1633.237305,1545.572754,-1571.659790,1583.556519,41,-1657.902832,1439.159058,-1633.237305,1545.572754,75,-1480.487305,1495.568848,-1511.750244,1422.057617,83,-1522.454834,1579.906006,-1480.487305,1495.568848,53,-1511.750244,1422.057617,-1622.333008,1409.154053,20,-1622.333008,1409.154053,-1657.902832,1439.159058,51,-1571.659790,1583.556519,-1522.454834,1579.906006,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,7,-1571.659790,1583.556519,-1522.454834,1579.906006,-1480.487305,1495.568848,-1511.750244,1422.057617,-1622.333008,1409.154053,-1657.902832,1439.159058,-1633.237305,1545.572754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1606.270752,3198.606689,45,2,-1.000000,20000.000000,1025,,5,46,-1704.250854,3216.927002,-1713.681641,3226.424805,47,-1618.071045,3142.960205,-1628.820068,3140.977051,11,-1704.250854,3216.927002,-1713.681641,3226.424805,13,-1713.681641,3226.424805,-1715.375732,3231.843750,40,-1715.375732,3231.843750,-1594.447754,3254.245361,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1594.447754,3254.245361,-1618.071045,3142.960205,-1628.820068,3140.977051,-1704.250854,3216.927002,-1713.681641,3226.424805,-1715.375732,3231.843750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1686.624756,3118.819580,46,2,-1.000000,20000.000000,1025,,3,47,-1628.820068,3140.977051,-1660.180420,3009.296631,45,-1704.251465,3216.939453,-1628.820068,3140.977051,12,-1660.180420,3009.296631,-1668.110474,3015.896240,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1668.110474,3015.896240,-1704.251465,3216.939453,-1628.820068,3140.977051,-1660.180420,3009.296631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1587.225586,3095.156250,47,2,-1.000000,20000.000000,8192,,9,98,-1481.296631,3026.969482,-1509.003052,3002.617920,87,-1467.522461,3100.692383,-1481.296631,3026.969482,81,-1490.664307,3143.684570,-1467.522461,3100.692383,80,-1524.253418,3160.208740,-1490.664307,3143.684570,45,-1628.820068,3140.977051,-1618.073608,3142.955566,46,-1660.180420,3009.296631,-1628.820068,3140.977051,12,-1643.538208,2970.602295,-1660.180420,3009.296631,64,-1509.003052,3002.617920,-1643.538208,2970.602295,39,-1628.820068,3140.977051,-1618.073608,3142.955566,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,9,-1524.253418,3160.208740,-1490.664307,3143.684570,-1467.522461,3100.692383,-1481.296631,3026.969482,-1509.003052,3002.617920,-1643.538208,2970.602295,-1660.180420,3009.296631,-1628.820068,3140.977051,-1618.073608,3142.955566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1685.135498,1606.381104,48,3,-1.000000,20000.000000,1025,,5,14,-1654.027344,1547.112549,-1727.974854,1552.602783,41,-1654.027344,1547.112549,-1727.974854,1552.602783,16,-1727.974854,1552.602783,-1750.083618,1576.550781,44,-1571.659790,1583.556519,-1633.237305,1545.572754,51,-1620.253784,1636.209229,-1571.659790,1583.556519,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1571.659790,1583.556519,-1633.237305,1545.572754,-1654.027344,1547.112549,-1727.974854,1552.602783,-1750.083618,1576.550781,-1620.253784,1636.209229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1696.560303,1716.387939,49,2,-1.000000,20000.000000,1025,,3,15,-1647.658936,1665.859619,-1708.202881,1659.582153,50,-1687.820679,1758.884644,-1634.790039,1745.758179,51,-1634.790039,1745.758179,-1647.658936,1665.859619,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1634.790039,1745.758179,-1647.658936,1665.859619,-1708.202881,1659.582153,-1687.820679,1758.884644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1675.731201,1800.540283,50,2,-1.000000,20000.000000,1025,,5,17,-1657.742798,1853.063477,-1607.570068,1847.056641,58,-1607.570068,1847.056641,-1567.102783,1805.672363,9,-1634.790039,1745.758179,-1687.833740,1758.881714,49,-1634.790039,1745.758179,-1687.833740,1758.881714,51,-1567.102783,1805.672363,-1634.790039,1745.758179,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1567.102783,1805.672363,-1634.790039,1745.758179,-1687.833740,1758.881714,-1689.785522,1759.364990,-1657.742798,1853.063477,-1607.570068,1847.056641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1585.384766,1698.480469,51,2,-1.000000,20000.000000,8192,,8,83,-1460.897827,1680.968628,-1522.454834,1579.906006,85,-1498.662964,1797.469238,-1460.897827,1680.968628,15,-1620.246460,1636.169800,-1647.658936,1665.859619,48,-1620.246460,1636.169800,-1647.658936,1665.859619,49,-1647.658936,1665.859619,-1634.790039,1745.758179,44,-1522.454834,1579.906006,-1571.659790,1583.556519,50,-1634.790039,1745.758179,-1567.102783,1805.672363,58,-1567.102783,1805.672363,-1498.662964,1797.469238,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,-1498.662964,1797.469238,-1460.897827,1680.968628,-1522.454834,1579.906006,-1571.659790,1583.556519,-1620.246460,1636.169800,-1647.658936,1665.859619,-1634.790039,1745.758179,-1567.102783,1805.672363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1493.727295,1312.484619,52,3,-1.000000,20000.000000,1025,,3,54,-1403.038818,1299.004028,-1507.503540,1259.520508,91,-1402.441650,1299.978149,-1403.038818,1299.004028,75,-1477.186401,1376.232422,-1402.441650,1299.978149,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,4,-1507.503540,1259.520508,-1477.186401,1376.232422,-1402.441650,1299.978149,-1403.038818,1299.004028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1588.274170,1352.693604,53,3,-1.000000,20000.000000,1025,,5,43,-1645.767090,1325.752563,-1629.026367,1385.346191,75,-1511.750244,1422.057495,-1508.739746,1408.458862,44,-1622.333008,1409.154053,-1511.750244,1422.057495,20,-1645.767090,1325.752563,-1629.026367,1385.346191,74,-1508.739746,1408.458862,-1518.550415,1385.402100,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,-1508.739746,1408.458862,-1518.550415,1385.402100,-1645.767090,1325.752563,-1629.026367,1385.346191,-1622.333008,1409.154053,-1511.750244,1422.057495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1462.116943,1228.887451,54,3,-1.000000,20000.000000,1025,,4,55,-1520.755737,1169.266846,-1517.317017,1255.809082,91,-1403.038818,1299.004028,-1403.467896,1288.547119,52,-1507.503540,1259.520508,-1403.038818,1299.004028,74,-1507.503540,1259.520508,-1403.038818,1299.004028,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,5,-1517.317017,1255.809082,-1507.503540,1259.520508,-1403.038818,1299.004028,-1403.467896,1288.547119,-1520.755737,1169.266846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cell,-1574.455078,1233.371094,55,3,-1.000000,20000.000000,0,,8,21,-1736.705200,1011.378845,-1660.660889,1281.867554,69,-1529.818481,1117.619873,-1736.705200,1011.378845,88,-1520.754395,1169.283813,-1522.377930,1128.606567,54,-1520.754395,1169.283813,-1522.377930,1128.606567,68,-1522.377930,1128.606567,-1529.818481,1117.619873,43,-1660.660889,1281.867554,-1657.444214,1284.221313,42,-1657.444214,1284.221313,-1556.618042,1295.898315,74,-1556.618042,1295.898315,-1517.317017,1255.809082,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,-1517.317017,1255.809082,-1520.754395,1169.283813,-1522.377930,1128.606567,-1529.818481,1117.619873,-1736.705200,1011.378845,-1660.660889,1281.867554,-1657.444214,1284.221313,-1556.618042,1295.898315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
